,birthday,entry_year,department,marital_status,performance_rating,job_satisfaction,working_hours,salary,last_year_salary,num_companies_worked,attrition
1390,1993-7-26,2015,rnd,,high,very high,6.67,2516800,2371654,,yes
1391,1983-4-18,2001,sales,single,high,low,6.93,4862208,4542421,4.0,no
1392,1986-7-6,2011,sales,married,high,very high,8.67,5978440,5662473,1.0,no
1393,1994-3-22,2014,sales,single,high,very high,6.67,3502000,3264963,1.0,no
1394,1989-11-15,2013,rnd,single,very high,very high,7.8,5462262,4869628,8.0,no
1395,1990-6-28,2011,sales,married,high,very high,7.5,5798925,5475332,1.0,yes
1396,1968-5-20,2006,sales,single,high,low,8.33,6710500,6287949,,yes
1397,1967-10-12,2012,rnd,married,high,high,8.1,6665247,6310591,,no
1398,1988-1-10,2012,rnd,,very high,high,8.1,3527874,3198145,1.0,no
1399,1978-6-18,2011,rnd,married,high,high,8.1,3120120,2866440,1.0,no
1400,1983-3-30,2014,hr,married,high,medium,7.2,7733664,7324932,,no
1401,1966-8-10,1986,hr,married,high,medium,6.93,5765136,5285236,4.0,no
1402,1990-6-3,2020,rnd,,high,very high,8.1,5972697,5660251,1.0,no
1403,1982-7-20,2000,sales,single,high,low,8.33,7508750,7059086,0.0,no
1404,1979-9-15,2001,rnd,single,high,high,6.93,3279952,3084691,1.0,no
1405,1990-5-3,2008,rnd,married,very high,high,9.0,4139910,3755361,4.0,no
1406,1967-2-27,2012,rnd,single,high,low,7.5,7134300,6490447,6.0,no
1407,1997-2-3,2017,rnd,single,high,high,7.8,4065750,3821193,1.0,no
1408,1998-2-14,2016,rnd,single,high,very high,6.93,6589856,6170854,,no
1409,1981-4-18,2011,rnd,married,high,high,8.1,7134480,6735089,,no
1410,1981-10-25,2006,sales,married,high,medium,6.93,7852624,7332048,,no
1411,1996-2-25,2015,hr,married,high,medium,7.5,7287075,6806533,,no
1412,1991-6-1,2009,rnd,married,high,medium,7.8,7246980,6796380,1.0,no
1413,1996-4-14,2014,rnd,,high,high,6.67,4462400,4074134,,no
1414,1974-1-14,1996,rnd,single,very high,high,6.93,7055152,6312205,2.0,no
1415,1988-6-14,2020,rnd,,high,high,7.2,5171688,4857413,1.0,no
1416,1983-4-3,2005,sales,married,high,medium,7.5,7721325,7181291,0.0,no
1417,1990-3-9,2018,sales,married,high,high,7.8,5193630,4740443,0.0,no
1418,1983-6-25,2011,rnd,married,high,high,8.67,7710300,7292443,2.0,no
1419,1979-5-2,2012,rnd,,high,low,6.93,2989376,2743301,6.0,no
1420,1980-8-21,2009,rnd,married,very high,very high,7.5,7034175,6327973,3.0,no
1421,1974-2-4,2007,rnd,married,high,medium,7.5,9000450,8238398,0.0,no
1422,1986-9-15,2016,rnd,married,high,high,6.67,3414400,3235784,7.0,no
1423,1999-4-13,2017,rnd,single,high,high,9.0,6872040,6478778,0.0,no
1424,1986-12-12,2011,rnd,single,high,high,7.2,3989304,3626969,1.0,no
1425,1988-12-13,2011,rnd,married,high,very high,8.33,9712750,9079033,0.0,no
1426,1989-4-18,2015,rnd,single,high,medium,7.8,4538898,4261876,,no
1427,1981-12-31,2013,rnd,married,high,very high,9.0,9048780,8227659,8.0,no
1428,1989-6-29,2018,sales,married,high,medium,7.5,6057900,5644707,0.0,no
1429,1982-11-30,2003,rnd,single,high,very high,6.93,4365504,4082581,7.0,no
1430,1983-2-23,2001,rnd,married,high,high,7.2,8338464,7849443,,no
1431,1989-3-31,2007,sales,married,high,very high,6.93,3962400,3610058,1.0,no
1432,1984-3-5,2005,rnd,married,very high,very high,8.67,4472520,3967110,1.0,no
1433,1996-3-2,2015,sales,,very high,high,7.8,7740018,6952320,0.0,no
1434,1969-10-25,2005,sales,,high,very high,6.93,3418064,3177525,,no
1435,1977-2-11,2015,rnd,single,high,very high,7.2,3536568,3336070,6.0,no
1436,2000-2-24,2019,sales,single,high,low,8.1,5426433,5136235,1.0,no
1437,1982-9-23,2000,rnd,single,high,very high,7.2,7430400,6954047,,no
1438,1998-3-9,2020,sales,married,high,low,7.5,3143700,2868339,,yes
1439,1985-3-21,2011,sales,married,high,very high,8.1,9152595,8332661,,no
1440,1985-9-28,2003,rnd,,high,medium,7.8,8865792,8287335,7.0,no
1441,1965-3-7,2008,rnd,,very high,high,8.1,5394843,4880002,1.0,no
1442,1992-12-1,2017,rnd,married,high,very high,7.8,3204630,2985494,9.0,yes
1443,1979-4-4,1997,rnd,married,high,high,8.33,5815750,5501087,,no
1444,1965-7-8,2007,rnd,married,high,high,6.93,6056544,5717496,8.0,yes
1445,1980-1-5,2000,rnd,married,very high,medium,8.67,6139900,5502195,,no
1446,1987-7-28,2013,sales,married,very high,high,6.93,8018192,7233371,1.0,no
1447,1985-4-29,2006,sales,,very high,very high,8.33,8749750,7783090,1.0,no
1448,1980-4-4,2007,sales,,high,medium,8.1,5713902,5391999,2.0,no
1449,1989-12-6,2017,rnd,single,high,low,7.2,6881760,6411179,1.0,no
1450,1986-7-18,2012,hr,single,high,very high,6.67,2364200,2184018,1.0,no
1451,1983-5-20,2011,sales,married,high,very high,8.67,10630880,10047141,,no
1452,1971-3-7,2009,sales,,high,high,9.0,10164420,9550333,7.0,yes
1453,1985-11-28,2013,sales,married,high,very high,6.67,7914800,7411555,4.0,no
1454,1976-6-14,2013,sales,single,high,high,9.0,5168340,4806863,8.0,no
1455,1981-7-5,2013,rnd,single,high,high,8.33,5198000,4836698,2.0,no
1456,1986-6-5,2011,rnd,married,high,high,8.67,8232640,7669685,1.0,no
1457,1981-7-2,2001,rnd,married,high,high,8.1,9317592,8680447,2.0,no
1458,1986-11-21,2017,rnd,married,high,very high,7.5,5635800,5311280,1.0,no
1459,1992-6-6,2011,rnd,married,high,medium,9.0,4969620,4651895,,no
1460,1992-5-10,2016,rnd,single,high,low,9.0,7749540,7229048,1.0,no
1461,1971-7-26,2001,sales,,high,low,8.1,4030155,3772493,4.0,yes
1462,1982-8-7,2000,sales,married,high,very high,8.1,6074271,5754875,,no
1463,1990-5-1,2011,rnd,single,high,low,6.67,5884000,5357370,0.0,no
1464,1995-5-26,2016,sales,single,high,high,6.93,2628912,2400832,0.0,no
1465,1985-2-13,2004,rnd,married,high,very high,7.5,3488175,3214315,4.0,no
1466,1982-5-21,2012,rnd,married,high,low,8.33,4442500,4113806,4.0,no
1467,1994-2-5,2015,rnd,married,very high,medium,8.33,8715500,7908802,1.0,no
1468,1972-4-17,2004,sales,married,high,medium,8.67,6804200,6333023,2.0,no
1469,1987-3-17,2015,rnd,married,high,high,9.0,8639190,8120302,2.0,no
